Invoice_id,Branch,City,Category,Unit_price,Quantity,Date,Time,Payment_method,Rating,Profit_margin,Total_sales,Profit,Day,Month,Year
8505,WALM099,Weatherford,Home and lifestyle,55.0,2.0,2021-11-21,9:16:00,Credit card,7.0,0.18,110.0,19.8,21,11,2021
8506,WALM029,Round Rock,Fashion accessories,60.0,2.0,2022-11-30,16:03:00,Credit card,7.0,0.48,120.0,57.599999999999994,30,11,2022
8507,WALM038,Sugar Land,Home and lifestyle,53.0,1.0,2020-12-27,7:05:00,Credit card,6.0,0.48,53.0,25.439999999999998,27,12,2020
8508,WALM009,Plano,Fashion accessories,39.0,2.0,2023-12-25,13:57:00,Credit card,6.0,0.48,78.0,37.44,25,12,2023
8509,WALM075,San Marcos,Home and lifestyle,32.0,1.0,2023-12-29,9:16:00,Credit card,7.0,0.33,32.0,10.56,29,12,2023
8510,WALM050,Victoria,Fashion accessories,71.0,3.0,2020-12-26,10:22:00,Ewallet,3.0,0.48,213.0,102.24,26,12,2020
8511,WALM075,San Marcos,Home and lifestyle,40.0,2.0,2023-11-29,15:26:00,Credit card,3.0,0.33,80.0,26.400000000000002,29,11,2023
8512,WALM050,Victoria,Fashion accessories,20.0,2.0,2020-11-27,15:51:00,Ewallet,5.0,0.48,40.0,19.2,27,11,2020
8513,WALM086,Rosenberg,Home and lifestyle,37.0,3.0,2020-12-16,8:00:00,Credit card,7.0,0.33,111.0,36.63,16,12,2020
8514,WALM058,Port Arthur,Fashion accessories,81.0,2.0,2022-01-12,10:47:00,Credit card,4.0,0.33,162.0,53.46,12,1,2022
8515,WALM056,Rowlett,Home and lifestyle,49.0,3.0,2021-12-15,11:51:00,Credit card,3.0,0.33,147.0,48.510000000000005,15,12,2021
8516,WALM084,Schertz,Fashion accessories,29.0,1.0,2022-11-25,10:46:00,Credit card,5.0,0.33,29.0,9.57,25,11,2022
8517,WALM058,Port Arthur,Home and lifestyle,65.0,1.0,2021-12-31,7:58:00,Credit card,5.0,0.33,65.0,21.45,31,12,2021
8518,WALM030,Richardson,Fashion accessories,80.0,3.0,2020-11-22,10:34:00,Credit card,5.0,0.48,240.0,115.19999999999999,22,11,2020
8519,WALM029,Round Rock,Home and lifestyle,45.0,1.0,2021-06-11,9:38:00,Credit card,7.0,0.48,45.0,21.599999999999998,11,6,2021
8520,WALM058,Port Arthur,Fashion accessories,15.0,3.0,2021-11-25,6:37:00,Credit card,4.0,0.33,45.0,14.850000000000001,25,11,2021
8521,WALM029,Round Rock,Home and lifestyle,35.0,2.0,2021-03-11,16:57:00,Credit card,4.0,0.48,70.0,33.6,11,3,2021
8522,WALM082,Weslaco,Fashion accessories,25.0,3.0,2023-02-12,9:25:00,Credit card,3.0,0.33,75.0,24.75,12,2,2023
8523,WALM009,Plano,Home and lifestyle,51.0,2.0,2021-12-22,9:11:00,Credit card,5.0,0.48,102.0,48.96,22,12,2021
8524,WALM009,Plano,Fashion accessories,83.0,1.0,2020-11-30,8:06:00,Credit card,3.0,0.48,83.0,39.839999999999996,30,11,2020
8525,WALM082,Weslaco,Home and lifestyle,65.0,1.0,2022-11-16,16:48:00,Credit card,7.0,0.33,65.0,21.45,16,11,2022
8526,WALM084,Schertz,Fashion accessories,16.0,3.0,2020-11-22,13:14:00,Credit card,6.0,0.33,48.0,15.84,22,11,2020
8527,WALM035,San Angelo,Home and lifestyle,18.0,1.0,2022-11-19,10:35:00,Credit card,7.0,0.48,18.0,8.64,19,11,2022
8528,WALM086,Rosenberg,Fashion accessories,39.0,2.0,2020-01-11,7:11:00,Credit card,4.0,0.33,78.0,25.740000000000002,11,1,2020
8529,WALM032,Tyler,Home and lifestyle,70.0,2.0,2021-11-15,13:58:00,Credit card,3.0,0.48,140.0,67.2,15,11,2021
8530,WALM009,Plano,Fashion accessories,63.0,3.0,2023-10-11,10:38:00,Credit card,6.0,0.48,189.0,90.72,11,10,2023
8531,WALM032,Tyler,Home and lifestyle,67.0,3.0,2022-01-11,9:31:00,Credit card,4.0,0.48,201.0,96.47999999999999,11,1,2022
8532,WALM038,Sugar Land,Fashion accessories,35.0,3.0,2022-04-12,9:21:00,Credit card,6.0,0.48,105.0,50.4,12,4,2022
8533,WALM029,Round Rock,Home and lifestyle,50.0,1.0,2022-11-18,13:42:00,Credit card,4.0,0.48,50.0,24.0,18,11,2022
8534,WALM050,Victoria,Fashion accessories,15.0,3.0,2020-10-11,11:22:00,Ewallet,7.0,0.48,45.0,21.599999999999998,11,10,2020
8535,WALM058,Port Arthur,Home and lifestyle,30.0,1.0,2021-06-12,12:49:00,Credit card,5.0,0.33,30.0,9.9,12,6,2021
8536,WALM038,Sugar Land,Fashion accessories,29.0,3.0,2023-12-20,16:12:00,Credit card,3.0,0.48,87.0,41.76,20,12,2023
8537,WALM025,Waco,Home and lifestyle,60.0,3.0,2023-10-12,9:10:00,Credit card,6.0,0.48,180.0,86.39999999999999,12,10,2023
8538,WALM054,Sherman,Fashion accessories,29.0,1.0,2021-12-17,9:12:00,Credit card,6.0,0.21,29.0,6.09,17,12,2021
8539,WALM089,Southlake,Home and lifestyle,19.0,3.0,2020-12-19,7:14:00,Credit card,5.0,0.33,57.0,18.810000000000002,19,12,2020
8540,WALM003,San Antonio,Fashion accessories,81.0,3.0,2021-12-14,16:20:00,Credit card,3.0,0.48,243.0,116.64,14,12,2021
8541,WALM025,Waco,Home and lifestyle,71.0,1.0,2023-12-29,12:26:00,Credit card,3.0,0.48,71.0,34.08,29,12,2023
8542,WALM009,Plano,Fashion accessories,65.0,1.0,2023-11-24,8:11:00,Credit card,5.0,0.48,65.0,31.2,24,11,2023
8543,WALM058,Port Arthur,Home and lifestyle,66.0,3.0,2022-12-20,14:43:00,Credit card,6.0,0.33,198.0,65.34,20,12,2022
8544,WALM058,Port Arthur,Fashion accessories,55.0,1.0,2020-12-27,13:39:00,Credit card,5.0,0.33,55.0,18.150000000000002,27,12,2020
8545,WALM035,San Angelo,Home and lifestyle,80.0,2.0,2021-12-19,10:04:00,Credit card,5.0,0.48,160.0,76.8,19,12,2021
8546,WALM082,Weslaco,Fashion accessories,69.0,2.0,2023-11-26,15:48:00,Credit card,4.0,0.33,138.0,45.54,26,11,2023
8547,WALM029,Round Rock,Home and lifestyle,60.0,2.0,2022-12-27,12:53:00,Credit card,5.0,0.48,120.0,57.599999999999994,27,12,2022
8548,WALM074,Weslaco,Fashion accessories,46.0,1.0,2021-11-15,6:31:00,Credit card,6.0,0.33,46.0,15.180000000000001,15,11,2021
8549,WALM030,Richardson,Home and lifestyle,66.0,3.0,2021-08-12,14:06:00,Credit card,7.0,0.48,198.0,95.03999999999999,12,8,2021
8550,WALM032,Tyler,Fashion accessories,26.0,3.0,2023-12-18,8:11:00,Credit card,5.0,0.48,78.0,37.44,18,12,2023
8551,WALM050,Victoria,Home and lifestyle,59.0,3.0,2020-11-28,7:21:00,Ewallet,6.0,0.48,177.0,84.96,28,11,2020
8552,WALM074,Weslaco,Fashion accessories,23.0,3.0,2023-11-26,15:14:00,Credit card,4.0,0.33,69.0,22.77,26,11,2023
8553,WALM073,Seguin,Home and lifestyle,46.0,3.0,2021-08-11,13:06:00,Credit card,7.0,0.33,138.0,45.54,11,8,2021
8554,WALM084,Schertz,Fashion accessories,76.0,2.0,2021-12-26,8:35:00,Credit card,5.0,0.33,152.0,50.160000000000004,26,12,2021
8555,WALM058,Port Arthur,Home and lifestyle,29.0,2.0,2022-12-21,10:19:00,Credit card,4.0,0.33,58.0,19.14,21,12,2022
8556,WALM065,Texas City,Fashion accessories,64.0,2.0,2023-11-27,11:35:00,Credit card,6.0,0.33,128.0,42.24,27,11,2023
8557,WALM075,San Marcos,Home and lifestyle,53.0,3.0,2023-10-11,11:34:00,Credit card,5.0,0.33,159.0,52.470000000000006,11,10,2023
8558,WALM055,Waxahachie,Fashion accessories,36.0,3.0,2020-11-14,10:20:00,Credit card,4.0,0.33,108.0,35.64,14,11,2020
8559,WALM089,Southlake,Home and lifestyle,50.0,1.0,2023-04-12,11:50:00,Credit card,5.0,0.33,50.0,16.5,12,4,2023
8560,WALM009,Plano,Fashion accessories,71.0,2.0,2020-01-11,11:09:00,Credit card,7.0,0.48,142.0,68.16,11,1,2020
8561,WALM074,Weslaco,Home and lifestyle,85.0,1.0,2023-12-30,11:39:00,Credit card,6.0,0.33,85.0,28.05,30,12,2023
8562,WALM009,Plano,Fashion accessories,54.0,2.0,2023-12-19,13:35:00,Credit card,5.0,0.48,108.0,51.839999999999996,19,12,2023
8563,WALM050,Victoria,Home and lifestyle,32.0,3.0,2021-11-25,8:01:00,Ewallet,6.0,0.48,96.0,46.08,25,11,2021
8564,WALM084,Schertz,Fashion accessories,55.0,1.0,2021-11-17,15:56:00,Cash,5.0,0.33,55.0,18.150000000000002,17,11,2021
8565,WALM029,Round Rock,Home and lifestyle,43.0,3.0,2020-11-29,12:33:00,Cash,6.0,0.48,129.0,61.919999999999995,29,11,2020
8566,WALM046,Temple,Fashion accessories,77.0,2.0,2020-11-12,8:08:00,Cash,5.0,0.48,154.0,73.92,12,11,2020
8567,WALM073,Seguin,Home and lifestyle,45.0,2.0,2021-11-30,9:24:00,Cash,6.0,0.33,90.0,29.700000000000003,30,11,2021
8568,WALM089,Southlake,Fashion accessories,80.0,3.0,2023-12-11,13:17:00,Cash,7.0,0.33,240.0,79.2,11,12,2023
8569,WALM082,Weslaco,Home and lifestyle,57.0,1.0,2020-07-11,6:38:00,Cash,6.0,0.33,57.0,18.810000000000002,11,7,2020
8570,WALM075,San Marcos,Fashion accessories,50.0,3.0,2022-12-20,6:22:00,Cash,5.0,0.33,150.0,49.5,20,12,2022
8571,WALM054,Sherman,Home and lifestyle,76.0,2.0,2022-12-18,10:43:00,Cash,5.0,0.21,152.0,31.919999999999998,18,12,2022
8572,WALM050,Victoria,Fashion accessories,23.0,2.0,2021-11-14,11:22:00,Ewallet,7.0,0.48,46.0,22.08,14,11,2021
8573,WALM025,Waco,Home and lifestyle,63.0,1.0,2023-12-29,12:53:00,Cash,5.0,0.48,63.0,30.24,29,12,2023
8574,WALM074,Weslaco,Fashion accessories,73.0,2.0,2021-11-18,12:17:00,Cash,4.0,0.33,146.0,48.18,18,11,2021
8575,WALM029,Round Rock,Home and lifestyle,55.0,3.0,2022-11-28,16:42:00,Cash,4.0,0.48,165.0,79.2,28,11,2022
8576,WALM089,Southlake,Fashion accessories,37.0,3.0,2020-05-12,16:03:00,Cash,7.0,0.33,111.0,36.63,12,5,2020
8577,WALM030,Richardson,Home and lifestyle,69.0,3.0,2021-01-12,6:35:00,Cash,5.0,0.48,207.0,99.36,12,1,2021
8578,WALM089,Southlake,Fashion accessories,64.0,2.0,2020-11-13,7:15:00,Cash,3.0,0.33,128.0,42.24,13,11,2020
8579,WALM086,Rosenberg,Home and lifestyle,65.0,1.0,2021-11-25,10:39:00,Cash,5.0,0.33,65.0,21.45,25,11,2021
8580,WALM035,San Angelo,Fashion accessories,46.0,3.0,2022-12-23,14:32:00,Cash,3.0,0.48,138.0,66.24,23,12,2022
8581,WALM055,Waxahachie,Home and lifestyle,17.0,1.0,2023-11-16,8:16:00,Cash,7.0,0.33,17.0,5.61,16,11,2023
8582,WALM025,Waco,Fashion accessories,80.0,3.0,2020-09-12,6:57:00,Cash,3.0,0.48,240.0,115.19999999999999,12,9,2020
8583,WALM065,Texas City,Home and lifestyle,18.0,3.0,2021-04-11,12:46:00,Cash,6.0,0.33,54.0,17.82,11,4,2021
8584,WALM082,Weslaco,Fashion accessories,59.0,2.0,2022-11-17,12:39:00,Cash,5.0,0.33,118.0,38.940000000000005,17,11,2022
8585,WALM032,Tyler,Home and lifestyle,74.0,2.0,2023-06-12,6:50:00,Cash,5.0,0.48,148.0,71.03999999999999,12,6,2023
8586,WALM029,Round Rock,Fashion accessories,85.0,3.0,2020-06-12,9:39:00,Cash,4.0,0.48,255.0,122.39999999999999,12,6,2020
8587,WALM046,Temple,Home and lifestyle,46.0,1.0,2023-09-11,7:22:00,Cash,6.0,0.48,46.0,22.08,11,9,2023
8588,WALM099,Weatherford,Fashion accessories,28.0,3.0,2021-12-19,6:08:00,Cash,6.0,0.18,84.0,15.12,19,12,2021
8589,WALM086,Rosenberg,Home and lifestyle,37.0,3.0,2022-11-21,13:08:00,Cash,4.0,0.33,111.0,36.63,21,11,2022
8590,WALM084,Schertz,Fashion accessories,17.0,3.0,2022-08-12,7:01:00,Cash,3.0,0.33,51.0,16.830000000000002,12,8,2022
8591,WALM032,Tyler,Home and lifestyle,22.0,3.0,2021-11-18,11:58:00,Cash,5.0,0.48,66.0,31.68,18,11,2021
8592,WALM082,Weslaco,Fashion accessories,53.0,3.0,2022-11-12,12:20:00,Cash,7.0,0.33,159.0,52.470000000000006,12,11,2022
8593,WALM075,San Marcos,Home and lifestyle,43.0,3.0,2021-06-12,9:48:00,Cash,3.0,0.33,129.0,42.57,12,6,2021
8594,WALM032,Tyler,Fashion accessories,65.0,1.0,2020-12-20,11:28:00,Cash,4.0,0.48,65.0,31.2,20,12,2020
8595,WALM058,Port Arthur,Home and lifestyle,60.0,2.0,2022-11-26,15:23:00,Cash,3.0,0.33,120.0,39.6,26,11,2022
8596,WALM058,Port Arthur,Fashion accessories,61.0,1.0,2020-11-14,8:58:00,Cash,4.0,0.33,61.0,20.130000000000003,14,11,2020
8597,WALM082,Weslaco,Home and lifestyle,71.0,2.0,2022-01-12,15:52:00,Cash,4.0,0.33,142.0,46.86,12,1,2022
8598,WALM030,Richardson,Fashion accessories,78.0,1.0,2022-09-12,8:14:00,Cash,3.0,0.48,78.0,37.44,12,9,2022
8599,WALM073,Seguin,Home and lifestyle,21.0,3.0,2020-12-18,9:01:00,Cash,7.0,0.33,63.0,20.790000000000003,18,12,2020
8600,WALM084,Schertz,Fashion accessories,84.0,1.0,2023-05-12,7:48:00,Cash,3.0,0.33,84.0,27.720000000000002,12,5,2023
8601,WALM082,Weslaco,Home and lifestyle,79.0,2.0,2022-12-30,6:21:00,Cash,5.0,0.33,158.0,52.14,30,12,2022
8602,WALM029,Round Rock,Fashion accessories,62.0,3.0,2023-12-11,13:25:00,Cash,3.0,0.48,186.0,89.28,11,12,2023
8603,WALM038,Sugar Land,Home and lifestyle,48.0,2.0,2022-11-12,10:54:00,Cash,6.0,0.48,96.0,46.08,12,11,2022
8604,WALM003,San Antonio,Fashion accessories,38.0,3.0,2020-12-31,6:20:00,Cash,4.0,0.48,114.0,54.72,31,12,2020
8605,WALM099,Weatherford,Home and lifestyle,45.0,3.0,2023-12-16,16:31:00,Cash,3.0,0.18,135.0,24.3,16,12,2023
8606,WALM073,Seguin,Fashion accessories,56.0,1.0,2020-11-25,10:49:00,Cash,7.0,0.33,56.0,18.48,25,11,2020
8607,WALM099,Weatherford,Home and lifestyle,58.0,1.0,2020-04-12,12:47:00,Cash,5.0,0.18,58.0,10.44,12,4,2020
8608,WALM030,Richardson,Fashion accessories,69.0,2.0,2021-11-23,14:20:00,Cash,6.0,0.48,138.0,66.24,23,11,2021
8609,WALM073,Seguin,Home and lifestyle,34.0,3.0,2021-11-23,11:35:00,Cash,7.0,0.33,102.0,33.660000000000004,23,11,2021
8610,WALM029,Round Rock,Fashion accessories,65.0,1.0,2021-11-16,12:13:00,Cash,6.0,0.48,65.0,31.2,16,11,2021
8611,WALM069,Rockwall,Home and lifestyle,80.0,2.0,2020-08-12,11:00:00,Cash,4.0,0.33,160.0,52.800000000000004,12,8,2020
8612,WALM086,Rosenberg,Fashion accessories,31.0,3.0,2021-12-26,9:25:00,Cash,3.0,0.33,93.0,30.69,26,12,2021
8613,WALM075,San Marcos,Home and lifestyle,63.0,3.0,2021-02-11,6:10:00,Cash,7.0,0.33,189.0,62.370000000000005,11,2,2021
8614,WALM056,Rowlett,Fashion accessories,69.0,3.0,2022-12-31,10:11:00,Cash,7.0,0.33,207.0,68.31,31,12,2022
8615,WALM074,Weslaco,Home and lifestyle,83.0,1.0,2020-12-31,8:58:00,Cash,4.0,0.33,83.0,27.39,31,12,2020
8616,WALM038,Sugar Land,Fashion accessories,48.0,3.0,2020-06-12,7:08:00,Cash,3.0,0.48,144.0,69.12,12,6,2020
8617,WALM099,Weatherford,Home and lifestyle,69.0,1.0,2022-11-20,7:37:00,Cash,7.0,0.18,69.0,12.42,20,11,2022
8618,WALM089,Southlake,Fashion accessories,41.0,3.0,2021-11-22,9:09:00,Cash,6.0,0.33,123.0,40.59,22,11,2021
8619,WALM030,Richardson,Home and lifestyle,70.0,1.0,2020-12-17,8:36:00,Cash,5.0,0.48,70.0,33.6,17,12,2020
8620,WALM050,Victoria,Fashion accessories,68.0,3.0,2023-12-13,11:08:00,Ewallet,6.0,0.48,204.0,97.92,13,12,2023
8621,WALM038,Sugar Land,Home and lifestyle,38.0,2.0,2022-11-18,11:14:00,Cash,5.0,0.48,76.0,36.48,18,11,2022
8622,WALM032,Tyler,Fashion accessories,85.0,1.0,2023-06-11,16:34:00,Cash,4.0,0.48,85.0,40.8,11,6,2023
8623,WALM038,Sugar Land,Home and lifestyle,66.0,2.0,2021-11-22,13:54:00,Cash,5.0,0.48,132.0,63.36,22,11,2021
8624,WALM050,Victoria,Fashion accessories,18.0,1.0,2022-12-15,15:14:00,Ewallet,7.0,0.48,18.0,8.64,15,12,2022
8625,WALM058,Port Arthur,Home and lifestyle,57.0,2.0,2021-07-11,6:57:00,Cash,5.0,0.33,114.0,37.620000000000005,11,7,2021
8626,WALM032,Tyler,Fashion accessories,78.0,3.0,2023-01-12,9:23:00,Cash,4.0,0.48,234.0,112.32,12,1,2023
8627,WALM050,Victoria,Home and lifestyle,31.0,2.0,2023-11-27,7:33:00,Ewallet,3.0,0.48,62.0,29.759999999999998,27,11,2023
8628,WALM089,Southlake,Fashion accessories,40.0,3.0,2020-11-13,16:34:00,Cash,5.0,0.33,120.0,39.6,13,11,2020
8629,WALM029,Round Rock,Home and lifestyle,38.0,3.0,2023-12-17,7:49:00,Cash,5.0,0.48,114.0,54.72,17,12,2023
8630,WALM084,Schertz,Fashion accessories,56.0,3.0,2022-06-11,11:14:00,Cash,3.0,0.33,168.0,55.440000000000005,11,6,2022
8631,WALM089,Southlake,Home and lifestyle,25.0,2.0,2020-11-27,10:12:00,Cash,4.0,0.33,50.0,16.5,27,11,2020
8632,WALM055,Waxahachie,Fashion accessories,38.0,3.0,2022-09-11,11:03:00,Cash,6.0,0.33,114.0,37.620000000000005,11,9,2022
8633,WALM003,San Antonio,Home and lifestyle,50.0,3.0,2023-11-17,16:50:00,Cash,5.0,0.48,150.0,72.0,17,11,2023
8634,WALM065,Texas City,Fashion accessories,36.0,1.0,2022-02-12,12:50:00,Cash,7.0,0.33,36.0,11.88,12,2,2022
8635,WALM069,Rockwall,Home and lifestyle,33.0,1.0,2023-12-26,12:19:00,Cash,3.0,0.33,33.0,10.89,26,12,2023
8636,WALM038,Sugar Land,Fashion accessories,15.0,1.0,2023-12-26,8:09:00,Cash,7.0,0.48,15.0,7.199999999999999,26,12,2023
8637,WALM084,Schertz,Home and lifestyle,37.0,1.0,2021-12-11,6:02:00,Cash,3.0,0.33,37.0,12.21,11,12,2021
8638,WALM046,Temple,Fashion accessories,63.0,3.0,2023-08-11,6:59:00,Cash,3.0,0.48,189.0,90.72,11,8,2023
8639,WALM025,Waco,Home and lifestyle,81.0,1.0,2022-11-24,9:51:00,Cash,4.0,0.48,81.0,38.879999999999995,24,11,2022
8640,WALM074,Weslaco,Fashion accessories,40.0,3.0,2021-11-24,13:34:00,Cash,5.0,0.33,120.0,39.6,24,11,2021
8641,WALM056,Rowlett,Home and lifestyle,58.0,3.0,2022-03-12,7:48:00,Cash,5.0,0.33,174.0,57.42,12,3,2022
8642,WALM055,Waxahachie,Fashion accessories,23.0,2.0,2021-07-11,14:36:00,Cash,4.0,0.33,46.0,15.180000000000001,11,7,2021
8643,WALM099,Weatherford,Home and lifestyle,41.0,2.0,2023-09-12,16:23:00,Cash,3.0,0.18,82.0,14.76,12,9,2023
8644,WALM046,Temple,Fashion accessories,83.0,3.0,2020-11-23,7:23:00,Cash,6.0,0.48,249.0,119.52,23,11,2020
8645,WALM082,Weslaco,Home and lifestyle,30.0,2.0,2023-12-19,13:38:00,Cash,5.0,0.33,60.0,19.8,19,12,2023
8646,WALM038,Sugar Land,Fashion accessories,26.0,1.0,2022-09-12,11:10:00,Cash,4.0,0.48,26.0,12.48,12,9,2022
8647,WALM074,Weslaco,Home and lifestyle,83.0,3.0,2020-12-14,6:21:00,Cash,5.0,0.33,249.0,82.17,14,12,2020
8648,WALM035,San Angelo,Fashion accessories,30.0,2.0,2020-11-28,15:07:00,Cash,6.0,0.48,60.0,28.799999999999997,28,11,2020
8649,WALM065,Texas City,Home and lifestyle,80.0,1.0,2021-03-12,12:20:00,Cash,3.0,0.33,80.0,26.400000000000002,12,3,2021
8650,WALM086,Rosenberg,Fashion accessories,48.0,1.0,2021-12-25,13:35:00,Cash,7.0,0.33,48.0,15.84,25,12,2021
8651,WALM038,Sugar Land,Home and lifestyle,70.0,1.0,2022-10-12,16:58:00,Cash,6.0,0.48,70.0,33.6,12,10,2022
8652,WALM087,Waxahachie,Fashion accessories,29.0,1.0,2022-11-24,11:22:00,Cash,7.0,0.33,29.0,9.57,24,11,2022
8653,WALM050,Victoria,Home and lifestyle,39.0,3.0,2023-11-18,10:29:00,Ewallet,3.0,0.48,117.0,56.16,18,11,2023
8654,WALM035,San Angelo,Fashion accessories,32.0,3.0,2021-05-12,6:38:00,Cash,6.0,0.48,96.0,46.08,12,5,2021
8655,WALM056,Rowlett,Home and lifestyle,72.0,2.0,2022-12-16,10:21:00,Cash,7.0,0.33,144.0,47.52,16,12,2022
8656,WALM029,Round Rock,Fashion accessories,18.0,2.0,2023-12-25,15:36:00,Cash,5.0,0.48,36.0,17.28,25,12,2023
8657,WALM009,Plano,Home and lifestyle,41.0,2.0,2020-11-12,6:07:00,Cash,4.0,0.48,82.0,39.36,12,11,2020
8658,WALM025,Waco,Fashion accessories,36.0,3.0,2021-12-25,16:15:00,Cash,7.0,0.48,108.0,51.839999999999996,25,12,2021
8659,WALM099,Weatherford,Home and lifestyle,18.0,1.0,2020-01-12,13:00:00,Cash,7.0,0.18,18.0,3.2399999999999998,12,1,2020
8660,WALM074,Weslaco,Fashion accessories,24.0,2.0,2022-11-11,6:20:00,Cash,4.0,0.33,48.0,15.84,11,11,2022
8661,WALM073,Seguin,Home and lifestyle,64.0,3.0,2023-12-23,11:55:00,Cash,5.0,0.33,192.0,63.36,23,12,2023
8662,WALM046,Temple,Fashion accessories,59.0,3.0,2020-11-17,6:45:00,Cash,5.0,0.48,177.0,84.96,17,11,2020
8663,WALM030,Richardson,Home and lifestyle,48.0,2.0,2022-09-12,12:57:00,Cash,5.0,0.48,96.0,46.08,12,9,2022
8664,WALM058,Port Arthur,Fashion accessories,53.0,2.0,2021-12-18,9:53:00,Cash,6.0,0.33,106.0,34.980000000000004,18,12,2021
8665,WALM087,Waxahachie,Home and lifestyle,67.0,3.0,2020-11-19,6:05:00,Cash,3.0,0.33,201.0,66.33,19,11,2020
8666,WALM032,Tyler,Fashion accessories,71.0,2.0,2023-10-12,16:32:00,Cash,3.0,0.48,142.0,68.16,12,10,2023
8667,WALM084,Schertz,Home and lifestyle,81.0,2.0,2023-02-12,16:33:00,Cash,6.0,0.33,162.0,53.46,12,2,2023
8668,WALM089,Southlake,Fashion accessories,72.0,1.0,2020-11-30,8:34:00,Cash,7.0,0.33,72.0,23.76,30,11,2020
8669,WALM038,Sugar Land,Home and lifestyle,79.0,3.0,2021-11-15,12:36:00,Cash,6.0,0.48,237.0,113.75999999999999,15,11,2021
8670,WALM069,Rockwall,Fashion accessories,58.0,3.0,2023-11-12,15:45:00,Cash,3.0,0.33,174.0,57.42,12,11,2023
8671,WALM086,Rosenberg,Home and lifestyle,35.0,2.0,2022-12-22,14:37:00,Cash,7.0,0.33,70.0,23.1,22,12,2022
8672,WALM084,Schertz,Fashion accessories,72.0,1.0,2022-12-11,12:36:00,Cash,3.0,0.33,72.0,23.76,11,12,2022
8673,WALM087,Waxahachie,Home and lifestyle,69.0,2.0,2020-09-12,7:45:00,Cash,6.0,0.33,138.0,45.54,12,9,2020
8674,WALM099,Weatherford,Fashion accessories,37.0,1.0,2021-10-11,14:39:00,Cash,6.0,0.18,37.0,6.66,11,10,2021
8675,WALM029,Round Rock,Home and lifestyle,34.0,2.0,2020-12-22,16:47:00,Cash,7.0,0.48,68.0,32.64,22,12,2020
8676,WALM035,San Angelo,Fashion accessories,30.0,3.0,2020-11-29,10:14:00,Cash,5.0,0.48,90.0,43.199999999999996,29,11,2020
8677,WALM030,Richardson,Home and lifestyle,40.0,2.0,2023-11-13,11:12:00,Cash,5.0,0.48,80.0,38.4,13,11,2023
8678,WALM009,Plano,Fashion accessories,39.0,2.0,2022-11-28,11:06:00,Cash,3.0,0.48,78.0,37.44,28,11,2022
8679,WALM074,Weslaco,Home and lifestyle,69.0,1.0,2023-11-19,15:40:00,Cash,6.0,0.33,69.0,22.77,19,11,2023
8680,WALM009,Plano,Fashion accessories,33.0,1.0,2022-12-17,15:14:00,Cash,5.0,0.48,33.0,15.84,17,12,2022
8681,WALM084,Schertz,Home and lifestyle,76.0,1.0,2021-05-11,12:31:00,Cash,5.0,0.33,76.0,25.080000000000002,11,5,2021
8682,WALM065,Texas City,Fashion accessories,46.0,3.0,2023-11-18,7:53:00,Cash,3.0,0.33,138.0,45.54,18,11,2023
8683,WALM025,Waco,Home and lifestyle,80.0,1.0,2023-12-24,15:12:00,Cash,3.0,0.48,80.0,38.4,24,12,2023
8684,WALM009,Plano,Fashion accessories,57.0,2.0,2021-12-25,16:34:00,Cash,4.0,0.48,114.0,54.72,25,12,2021
8685,WALM032,Tyler,Home and lifestyle,59.0,1.0,2021-11-17,13:30:00,Cash,5.0,0.48,59.0,28.32,17,11,2021
8686,WALM054,Sherman,Fashion accessories,82.0,2.0,2023-11-30,12:43:00,Cash,6.0,0.21,164.0,34.44,30,11,2023
8687,WALM058,Port Arthur,Home and lifestyle,18.0,2.0,2021-02-11,11:58:00,Cash,4.0,0.33,36.0,11.88,11,2,2021
8688,WALM065,Texas City,Fashion accessories,32.0,1.0,2022-12-24,10:02:00,Cash,6.0,0.33,32.0,10.56,24,12,2022
8689,WALM099,Weatherford,Home and lifestyle,34.0,3.0,2022-10-12,12:35:00,Cash,5.0,0.18,102.0,18.36,12,10,2022
8690,WALM082,Weslaco,Fashion accessories,59.0,2.0,2020-11-22,6:46:00,Cash,4.0,0.33,118.0,38.940000000000005,22,11,2020
8691,WALM084,Schertz,Home and lifestyle,20.0,1.0,2022-12-16,10:17:00,Cash,7.0,0.33,20.0,6.6000000000000005,16,12,2022
8692,WALM030,Richardson,Fashion accessories,79.0,3.0,2020-11-25,12:48:00,Cash,3.0,0.48,237.0,113.75999999999999,25,11,2020
8693,WALM054,Sherman,Home and lifestyle,81.0,2.0,2022-12-11,10:38:00,Cash,3.0,0.21,162.0,34.019999999999996,11,12,2022
8694,WALM075,San Marcos,Fashion accessories,36.0,3.0,2021-01-12,14:21:00,Cash,4.0,0.33,108.0,35.64,12,1,2021
8695,WALM055,Waxahachie,Home and lifestyle,64.0,3.0,2020-03-12,9:05:00,Cash,4.0,0.33,192.0,63.36,12,3,2020
8696,WALM065,Texas City,Fashion accessories,21.0,2.0,2023-12-31,14:44:00,Cash,6.0,0.33,42.0,13.860000000000001,31,12,2023
8697,WALM069,Rockwall,Home and lifestyle,79.0,3.0,2023-11-12,10:12:00,Cash,5.0,0.33,237.0,78.21000000000001,12,11,2023
8698,WALM009,Plano,Fashion accessories,73.0,1.0,2023-11-21,15:10:00,Cash,3.0,0.48,73.0,35.04,21,11,2023
